Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp48563_c0,1105,147,124,174,152,119,149,140,162,121,144.36,187,147.99
comp48564_c0,1660.98,102.99,59,66,18.05,66.16,38.59,41,71,49,42.98,45,31
comp48565_c0,828,1389.09,1095.07,997.71,901.05,850.15,1053.98,637.72,1191.38,763.19,1432.62,1160.65,990.56
comp48566_c0,484,8,1,3,1,1,4,3,2,2,2,3,3
comp48566_c1,783.71,770.63,561.42,838.18,725.51,820.43,614.14,722.3,824.79,838.08,835.91,760.3,824.69
comp48567_c0,3462,546,318,377.76,453,254.83,394.95,233,423.95,312.04,312.86,302.5,489.53
comp48568_c0,1001,15,18,20,30,38.97,16,33,28,17,14,32.96,31
comp485683_c0,499,1,1,2,2,0,0,0,1,2,1,1,3
comp48569_c0,2221,110,44.95,79,54,65,62,19,95,47.03,26,72,62
comp48570_c1,1682.89,157,104,161,114,102,62,123,59,146,95,155,73
comp48571_c0,1184.23,120.09,141,117.48,106.91,108.62,133.06,59.38,114.76,101.03,83.07,110.2,114.28
comp48572_c0,1063.6,437.45,376.98,297.52,473.95,170.54,400.12,346,550.61,403.22,304.11,287.69,473.81
comp48573_c0,540.14,621,614.78,628.99,403.97,566.07,468.52,520.28,652.56,616.01,576.72,527.69,729.08
comp48574_c0,438.24,12,2,10,7,3,1,7,2,8,1,2,14
comp48574_c1,918.1,98,49.45,97,82,57.74,26,62.59,74,34.68,70.31,88.89,101.7
comp48574_c2,2115,115.95,82,102,63,80.49,68.38,87,111,92.63,54,62.6,74.15
comp48575_c0,1605,50,88,81.89,89,68.04,70,49,70,45,43,69.06,81.64
comp485751_c0,384,1,2,1,0,1,0,0,2,0,0,1,0
comp48576_c0,923.44,45,51,60,45,30,36.12,60,37.12,62,34,19.76,105
comp48577_c0,1078,92,47,111,86,46,51,44.1,59,37,45.67,86,44
comp48578_c0,989.72,20.1,17,40.1,32,24.89,40,17,40,24,27,37,37
comp48579_c0,984,833.54,480,586.05,466.01,575.12,513,585.47,559,685.41,474.95,574.46,449
comp48579_c1,473,315,184,217,157.99,197,226,200,225,262,169,264,178
comp4858_c0,485,3,1,6,4,3,0,5,0,5,1,1,0
comp48580_c0,1929,1179,124,272,74,799,202.03,131,226,984,123,98,78
comp48581_c0,1744,347.52,171.31,253.6,228.98,316.7,309.73,245.13,310.41,355.29,197.91,324.63,322
comp48582_c0,3126,694.12,753.55,628.01,709.26,599.77,602.99,487.69,649.99,552,649.35,780.28,640.68
comp48583_c0,923.18,24,34,38,26,17,27,24.95,38.93,16,24.4,26,31
comp48584_c0,2300,62.98,78,86,71,57,75,41.16,77,42,57,72.06,97
comp48585_c0,838.33,152.37,76,178.23,132.3,154.83,130.37,90,186.11,140.48,113.93,301.01,172.82
comp48586_c0,856.01,72.99,97.07,74,103,78.92,120.01,102.22,124.74,86.58,111.96,76.55,105.68
comp485867_c0,492,0,1,1,3,0,1,0,1,1,3,2,1
comp48587_c0,1689.84,90,90.23,80.05,93.87,72,98.2,68,63.83,45,80.95,73.11,75.79
comp48588_c0,2519,89,70.22,66.03,65.94,50,50,18,42,37,31.02,88,58
comp48589_c0,735,19,23,23,19,20,32,14,26.86,17.97,8,17,22.56
comp4859_c0,951,9,13,8,10,6,5.26,6,7,2,5,9,17
comp48590_c0,510.39,302.15,260.48,297.22,322.6,285.25,277.47,300.69,343.43,295.01,401.68,332.13,277.02
comp48590_c1,327,0,5,0,0,0,5,4,1,2,1,0,0
comp48591_c0,964.2,33,57,25,17.05,53,29,58,53,16,35,16.65,37
comp48592_c0,746.27,192,63.03,181,59,125,148,108,180,125.01,150,164,99.96
comp48593_c0,1484,72,91,75,72,61,71,49,97,54,80,80,72
comp48594_c0,1482.65,120,112,109,143,103,152,126.01,137,101.75,128.95,154,138.63
comp48595_c0,2449,98.9,108.9,88,125,123,124,86.01,117,87,126.88,113,144
comp48596_c0,822,130.52,10,21,18,51.68,26.06,16,64.84,115,8,7,2.02
comp485960_c0,351,1,0,3,0,0,0,0,0,0,0,0,0
comp48597_c0,4045.9,3309.06,814.45,1456.6,798.01,2189.63,747.91,1762.79,3250.21,2314.98,620.75,921.1,958.99
comp48598_c0,1434,348.44,280.46,366,363,257.03,332.16,364,327.26,262.75,356.01,376.21,297
comp48599_c0,3024,281,263.31,303,340,213.41,167.46,273,242.25,274.84,216.11,284.11,203.82
comp48600_c0,956.15,288,147,186.96,185,189.07,158,105,163,137,163,247.58,170
comp486006_c0,313,0,0,3,0,0,0,1,0,0,0,0,0
comp48601_c0,2833.09,37252.97,21988.21,31015.64,31083.33,30238.96,30685.68,24684.98,34940.45,23535.28,27090.43,37102.69,31227.55
comp48602_c0,1319,51.89,44,59,56,22,23,33,40,25,19,51,35
comp486022_c0,305,0,0,1,0,0,0,0,1,0,0,0,0
comp48603_c0,1802,48.14,35,26,31,36,59,31.71,28,57,38,21,13.04
comp48604_c0,1447,205,170.22,240.07,255.9,162.99,201,132.68,222,107.01,123.14,255,261
comp48605_c0,2412.35,152,128.06,151,82,74.99,97,68,100.46,56,57.11,152.99,118.01
comp48606_c0,2774,197.03,187,182,152,172,203,113,167,153,165,151,171
comp48607_c0,2776,99.03,99.32,139,103,105.27,96.05,60,137,91.81,69,99.99,155.92
comp48608_c0,1119.68,524,332,366.09,450.9,399.35,529.91,357,464.66,313.29,315.9,626,542.01
comp486084_c0,319,1,1,0,0,0,0,0,2,0,0,1,0
comp48609_c0,2025.18,266.23,164,204,149.79,217.54,138.06,127.4,190.01,210.93,132.07,175,152
comp48610_c0,2598.74,2970.89,2108.95,2605.56,2592.1,2848.1,2293.29,2466.7,3228.53,2899.89,2238.02,2373.92,2542.83
comp48611_c0,1656,66,54,70,76.45,63,51.67,83.01,72,50,52,56,52
comp48612_c0,3887.58,302,173,181,201,218,267,101,153.99,207,134,285,181
comp486129_c0,316,1,2,0,1,2,0,0,0,1,1,0,0
comp48613_c0,1915,78,103,92.02,81,75.9,83,41.79,82,79,83,61,106
comp48614_c0,2422,96,114,113.34,125,95,154,46,119,58,90,117,153
comp48615_c0,1991.42,1168.03,559.99,487.55,747.24,684,702,549,750.99,894.01,780.9,535,603.07
comp48616_c0,1713,8528.92,6985.85,8660.63,8910.07,4713.5,7939.41,7900.37,7254.56,3966.08,7028.94,7904.82,8226.28
comp48617_c0,1848.37,866.37,774.29,851.19,926.15,775.44,1045.45,584.18,905.24,677.06,738.89,934.05,1002.95
comp486174_c0,382,3,0,3,1,2,0,0,0,0,0,1,0
comp48618_c0,939.59,44,126,62,105,52.91,147.47,37.98,76,44.27,105,62,61
comp486180_c0,324,0,0.98,1,1,0,0,0,1,0,0,0,0
comp48619_c0,2787,67,66,69,96.99,48,80,51,65,50,96,72,87
comp48620_c0,1070,36,32,45,30,51,41,46,26,53,27,49,32
comp48621_c0,3077,153.99,145,189,156,160,204,116,190,109,107,219,232
comp48622_c0,1906,162.77,127,154,137.99,114,143.99,113,152.03,126,161,191.01,175
comp48623_c0,1911.69,227.24,165.16,269,250.06,214.09,268.12,170.99,242.15,225,209,310,261.05
comp48624_c0,2838,235,102.75,146.57,143,175.21,110.67,102.88,162.5,135,199.39,187,149.99
comp48625_c0,978.63,359,276.01,197,190,200,242,278.99,232,212,266.88,256,186.91
comp48626_c0,1964,231,218,171.01,197.03,140,245,147,195.61,124,183,281.98,213
comp48627_c0,1509,223.37,238,163.98,284.53,205.82,202.77,185.05,193.89,209.99,223.52,161.58,191.85
comp48628_c0,5819,345.87,240.49,321,287,273,335,208.44,258,221,219,384,346
comp486284_c0,303,0,1,0,3,0,2,0,1,0,0,0,0
comp48629_c0,1835.99,1218.9,902.8,918.99,1127.3,805.3,1390.35,506.22,406.13,1053.17,1378.81,743.04,388
comp4863_c0,1078,13,8,15,8,8,10,8.32,10,5,9,11,9
comp48630_c0,607.66,158.59,153.25,201.49,183,117.06,237.53,137.28,206.35,122.6,158.56,173.44,167.02
comp48630_c1,556,45.06,7,29,40,25,16,46,40,11,49,51.32,22
comp48631_c0,1564,151,88,111,76.48,80,74,78,64,66,70.59,113,112
comp48632_c0,1211.54,80,62,49,35,44,34,22,37,32,24,71,61
comp48633_c0,1819,270,198.61,201,245,217.96,230,233,201,177,280,285,273
comp48634_c0,1124,61,61,55,52,31,47,42,44.21,36.25,77.05,81.85,57
comp48635_c0,1193.4,105.06,149,175.02,164.01,143.87,133,100.93,177.85,89.75,222.05,230.16,137.99
comp486358_c0,307,1,2,0,0,1,0,2,0,0,0,0,1
comp48636_c0,1450.67,207,174,106,107,170,111,71,112,98,134,187,141
comp48637_c0,2501.51,203,255,192,254,184.01,284,154,279,188,308,218,262
comp48638_c0,975.49,273,253.35,316.29,318.46,251.49,318.96,287.92,232.73,261.93,275.09,280.28,306.07
comp48639_c0,835.92,539.05,440.1,347.57,543.85,507.26,287.14,344.16,450.33,341.73,583.9,270.52,393.39
comp48640_c0,1336,29,35,62,31,53,48,43.19,62,46.04,39,76,21.7
comp486405_c0,317,0,0,0,2,0,0,1,0,1,0,0,0
comp48641_c0,550.77,41.07,63.81,44,56,37,55,35.14,37,40,65,62,62
comp48642_c0,2056,5692.99,350,2407,189,6022.4,780,1523,563,8120.97,317,209,274
comp48643_c0,1058.39,54,20,30.99,17,62.1,22,27,23,60,17,28,21.08
comp48644_c0,1135.95,177,124,130,124.03,113,56,119,119.02,62,123,81,185.88
comp48645_c0,1154.71,187,191.53,234,179,184.14,141.02,137,213,177,113.61,222,116
comp48646_c0,1627.18,99,70,100,95,73,96.72,97,86,91,91,109,88
comp486462_c0,345,1,2,0,0,0,0,0,0,0,0,0,0
comp486468_c0,456,3,1,1,2,1,0,0,0,0,0,1,0
comp48647_c0,2825.14,2570.43,1891.42,2472.96,2356.71,1934.58,2019.99,2565.39,2215.79,1962.02,2027.32,2136.41,2019.27
comp48647_c1,1242.9,23,7,26,12,14.78,15,8,13.02,10,4,18,21.02
comp48648_c0,1567.09,6352.7,2321.13,2617.06,1076.88,4361.91,1146.93,2387.06,2648.72,5011.84,1199.4,1410,811.99
comp48648_c1,1883.94,8473.05,6326.28,9227.3,9494.36,6955.94,5441.03,9960.1,4820.6,5738.75,6041.76,5835.42,4937.42
comp48648_c2,554,36,17,15,11,25,23.35,9,114.92,17,14,80.72,23
comp48649_c0,2049.67,126.84,85.99,97.21,89.84,91.36,83,45,72,66.3,50.87,128.03,140.88
comp48650_c0,813,33.04,44.1,35,51.44,36,50,24.45,35,31,29,21,30
comp48651_c0,4004,38,62,60,58,68,41,33.95,37,67,56,62,57
comp486519_c0,326,0,3,0,1,1,4,0,2,0,2,0,0
comp48652_c1,640.46,166.18,110.02,83.92,64.24,90.95,83,90.85,235,61,106.76,67,75.99
comp486524_c0,307,1,0,1,2,0,0,0,0,0,0,0,0
comp48653_c0,1427.38,166,141,133.92,161,156.33,163.98,133.89,124,135,152.04,170.5,229.92
comp48654_c0,1978,11,49,39.99,27,32,27,21,13,22,22,19,12
comp48655_c0,1294.07,254.02,256,339,257,210,324,204,229,240,272,307,313
comp48656_c0,6723.56,44770.71,47072.68,28472.34,27729.54,42357.65,42581.72,28163.4,39745.68,35727.86,30255.75,23196.38,21728.73
comp48656_c1,671,82,136,91,91,105,150,122,110,92,92,95,109
comp48657_c0,1423,299.7,238,101.96,386.1,123.39,254.97,228.57,189.83,286.02,185.06,303.02,224.86
comp48658_c0,1982.9,386,365,342,363,286,327,258.07,345,239,306.01,339,347.5
comp48659_c0,1269.46,453.94,463,426.02,539.25,427.95,577.81,432.12,526.44,389.11,514.07,505.46,546.33
comp48660_c0,887,47,38.09,31,55,34.01,32.05,26,39.14,27.09,28.2,34,49.99
comp48661_c0,2808.43,1594,1431.95,1826,1540,1201.82,1426.02,1194.99,1295,1941,1542,1540.01,1306.96
comp48662_c0,872.9,19.61,57,40.01,40,21.51,26,34,39.02,58.63,24.73,19.17,32
comp48663_c0,1049.89,139,142,135,120,97,145,111,87,64,176,117,156
comp48664_c0,3054,628.54,464,503,621.18,490.96,528,454,557,361.01,650.95,587.99,635.46
comp48665_c0,1751.52,244.75,334.83,178,301,200,278.66,191,259.02,218,211,316,267.9
comp486651_c0,314,0,0,0,2,0,0,0,0,0,0,0,0
comp48666_c0,961.49,39.4,52.01,44.67,41.36,27,34.99,29.3,51.68,27,33,67.01,47.82
comp48667_c0,2905.14,520,368,402,361,276.2,277.07,366,432,348.94,281,240,241
comp48668_c0,1976,92,49,64,50,41,46,39,47,48,23.84,43,48
comp48669_c0,1476,1423.11,1267.11,977.77,1249.97,988.99,1140.51,971.38,1015.06,937.99,1119.18,1303.45,1017
comp48670_c0,1623.17,325,208.88,276.11,233,213,239,166.07,226.01,182,217,319.8,287.95
comp48671_c0,4729,616,424.24,500.29,455,479.84,466.44,336.04,487,370,360.07,544.81,505.02
comp48672_c0,1850.28,101,117,117,109,77,138,70,104,100,139,114,90
comp48673_c0,2018,208.69,81,235,116.37,173.91,164.99,91,146.58,100,118,177.08,88.08
comp48674_c0,606.62,13,23,18,22,5,29,9,19.92,11,6,14,18
comp48675_c0,3171.07,327,255,277.03,233,307.58,211,156.99,216.15,212.91,165,279,235
comp48676_c0,1622,80.64,89.98,73.46,63,73,82.78,45.01,59.96,74.47,89.26,81.99,78.17
comp486762_c0,414,1,4,3,0,3,0,0,0,1,0,0,1
comp48677_c0,2201,110,157,107,162,113,157,98,146,111,125,196,146.92
comp48678_c0,2562.51,118,139,105,153,101,156.99,93,162,91,99,107,143
comp486788_c0,408,2,2,1,1,3,1,0,2,1,1,3,3
comp48679_c0,963.51,25,65.84,54.4,19,31.06,40,25,41.18,27,27.04,30,26
comp4868_c0,646,6,6,0,0,1,6,1,6,1,4,2,2
comp48680_c0,2793.67,263,260.95,257.91,287.12,224.99,296.47,214.04,330,246,250,304.95,314
comp48681_c0,1356.92,111,58,101,74,64,44.93,78,63,78,41,112,96
comp48682_c0,899.9,168.12,135.31,119.18,185.91,164.01,112.6,179.04,138.96,149.62,110.78,156.91,250.09
comp48683_c0,2306.66,151,143.91,150.99,78,146,164.47,89.13,123.99,159,185.93,144,99
comp48684_c0,899.7,258,114.98,242.99,140.39,177,86.36,153,132,130,100.8,219,155.52
comp48685_c0,1331,975.99,634.68,949.75,873.09,719.03,791.55,613.6,1085.19,629.89,729.07,879.86,682.34
comp48686_c0,1592.19,410,264,435.78,217.84,425.82,245.1,259,200.34,288.55,316,373.1,223.81
comp48687_c1,896.11,81,104,79.41,127,99.33,69,52,71,113.61,57,107.86,57
comp48688_c0,820,1672.98,734.87,917.83,1151.15,1247,958.66,909.08,723.99,1053.6,968.73,1365.1,699.36
comp48689_c0,1276.62,467.47,372,484.18,406.14,472.87,531.04,319.75,423.77,407.78,453.01,377.56,493.05
comp4869_c0,459,1,0,3,2,1,1,2,0,2,0,1,0
comp48690_c0,2501,1963.62,1795.99,1465.95,1549,1959.13,1495,2669,1702,1145,1590,1785.78,2003
comp486901_c0,422,1,1,1,1,4,9,0,1,0,0,1,0
comp48691_c0,522.53,113.44,103.05,112.52,127.96,88.46,85.69,55,62,123.85,67.89,71.99,80
comp48692_c0,663.23,206.01,176,230.04,216.78,187.02,136,179.04,170.3,217.66,148.97,170,194
comp48693_c0,2709,2513.56,510,2738.11,1477.06,1247.58,1707.56,1396.23,1648.14,1846.88,411,2397,1787
comp48694_c0,704.87,106.2,41.88,94.55,52.54,40,43.53,58,33,91,33,37,38
comp48695_c1,1709,115.87,135,109,120.77,123,142,103,127.99,101,143,111,137
comp48696_c0,1302.39,65.07,80.04,69.95,96.98,56,69.78,54.49,60.89,50,57.97,93.93,61.56
comp48697_c0,551.43,166.87,149.01,155,126.99,123,149.36,133.03,116.97,144.58,128.18,147.23,133
comp48698_c0,3308,687.43,247,495.3,411,429,452.81,298,422.71,401.01,417,624,576.01
comp486983_c0,424,2,1,0,2,1,1,2,0,0,0,1,1
comp48699_c0,998,136.01,88.45,81,111.84,118.29,132.04,124.28,135.97,117.95,150.96,155.6,109.43
comp487_c0,471,0,9,0,0,1,2,1,0,0,0,0,0
comp48700_c0,1046.67,199,114.43,245.04,168.02,145.54,176.79,137.69,213,202,164.29,174.21,205
comp48701_c0,2429.5,2078.81,1369.63,937.04,1106.01,992.6,1561.27,878.39,1052,1183.77,1100.13,891.75,855.26
comp48702_c0,568,31,20,22,28,19,21,25,22,19,24,30,16
comp48702_c1,1279,244,181.41,125,140,143.13,153.07,141.53,109,116.01,146.97,170.07,140.01
comp487029_c0,379,1,2,0,1,0,0,0,0,3,0,1,1
comp48703_c0,558.33,48,60,69.93,79.03,78,76.75,74.6,76.04,76.01,49.03,41,53
comp487037_c0,602,0,2,0,5,0,0,0,1,1,2,0,1
comp48704_c0,1623,95,70,113.65,46,127,49,69,73,88.81,45,85,64
comp48705_c0,1730,165.11,134.52,180.13,136.22,155,174.05,109.95,140.68,162.97,118.99,194.48,239.09
comp48706_c0,1130.5,45.91,34.98,61,37.18,32,44.56,42.69,31,28.03,26.22,43.57,53.96
comp48707_c0,1451.53,205,2117.63,148.03,213.99,149.08,129,117.11,1133.18,1168.28,1025.07,233.61,1076.82
comp48707_c1,303,4,0,1,0,0,0,2,0,1,1,0,1
comp48708_c0,2279,424,474.98,635.11,482.23,249.04,505.97,512,385.99,371.97,588,492,520.93
comp487086_c0,538,2,2,3,1,0,2.08,0,4,3,3,2,1
comp48709_c0,2125.9,668,421,472.38,502,536.04,287,369,442,417.13,393,609.98,471
comp4871_c0,761,6,4,1,12,5,1,1,2,3,4,2,3
comp48710_c0,2140.15,71,46,46,37,39,42,34,37,25,35,55,56
comp48711_c0,1149.02,509,488.16,452,433.07,413.86,495,286.55,463.17,379.03,614.47,476.08,449
comp48712_c0,1865.26,333.41,288,389.46,290.02,311.75,322.99,277,352,269.7,343.63,407.14,342
comp48713_c0,2572.94,98,70,63,50,66,54,24,33,53.51,28,65,51
comp48714_c0,799.56,146.81,157,127,144,99,159.96,104,173,99,125,206,162
comp48715_c0,2334,221.5,193,238,211,217.87,139.1,187.34,199.23,175.62,206.73,254.95,172.98
comp48716_c0,2173,307.92,184,176.62,172,196.38,221.2,156.89,204.17,225.84,222.04,271.37,176.18
comp48717_c0,1138,250,177,216,195.09,183,183.98,228,198,171,192.01,225,171.54
comp48718_c0,1595.96,49,34,44,49,17,68,40,45,40,40,54.72,30
comp48719_c0,1527,112,77,86,94,82,72,60,82,72,76,156,96
comp48720_c0,1080.37,309.34,257,267,266,262,243,215,318.2,238.78,248,211,245.92
comp487201_c0,318,2,0,2,1,0,0,0,0,1,0,0,0
comp48721_c0,3494.42,932,916,892.15,908,803,951.15,719.02,755,663,763.01,1083,786.46
comp48722_c0,1464,154,92,63.14,64,92.27,125,37,54,70,83,134.22,60
comp48723_c0,1086.24,101,183,72,145.98,82,95,99,62,63,212,139,71
comp487231_c0,306,0,1,2,0,0,0,1,0,0,0,1,1
comp48724_c0,576,24.01,19,17.38,30.99,24.98,14.74,14.55,17.01,34.26,20,19,17.04
comp48725_c0,1393,91.01,64,74.38,52,47,75.87,28,52.95,35,36,75.01,91.08
comp48726_c1,1328,6213.51,4496.74,11256.76,12289.85,5793.01,4823.33,15560.6,3161.22,4891.16,4500.2,15723.42,9060.16
comp487263_c0,352,2,1,0,1,0,0,1,0.35,0,0,0,0
comp48727_c0,885.93,230.07,170.95,268.4,142.02,254.01,190,161.37,196.25,305.83,160.05,258,176.32
comp48728_c0,886,38,34,62,56,39,39,35,59.3,40,41,39,40
comp487281_c0,325,0,0,0,2,0,2,0,0,1,0,0,0
comp48729_c0,1851,507.02,339,322.56,303,383,494,302,241,321,590,672.96,336
comp48730_c0,2230.45,309.09,248.72,263.01,249.25,233.01,251.02,238.07,231.5,237.76,242.94,346.38,219.91
comp48731_c0,1435.09,29,44,23,39,40,38,21,25,38,26,32,37
comp48732_c0,1029,19,11,23,11,13,53,11.1,14,12,66.98,9,16
comp48733_c0,2204,373,274.05,356.92,342.43,340.98,405,227.83,325,214,270.05,465,358.45
comp48734_c0,1205,235,234.79,189,113,178.69,235,158,130,244.83,184,337,129
comp487348_c0,397,3,0,1,1,5,1,0,1,3,0,1,0
comp48735_c0,2477.32,250.99,273.2,248.86,315,194.04,352,187.15,230.5,183.63,289.69,280.98,291.21
comp48735_c1,500,49,13,29.99,21,32,17.81,18,15.06,23.44,13.5,13,14.99
comp48735_c2,551,1,2,0,3,0,5,0,3,1,2,0,3
comp48735_c3,416.8,160,153.14,163.52,99.63,153.23,141.02,184.05,165.72,135.96,161.15,148.12,113.03
comp48736_c0,1824.9,298.93,234,293.86,316.98,239,323,201,273.3,193.84,343,314,304.08
comp48737_c0,1306,101,83.95,70,71,69.71,81.76,66,61,48,61.99,75.46,58
comp48737_c1,546,2,49,8,36,8,9,15,9.89,2,9,4,19.46
comp487372_c0,323,0,0,0,4,0,0,0,0,0,0,0,0
comp48738_c0,2444.37,3028.07,869.58,1589.06,1370.91,2045.82,1225.3,1688.02,1347.9,1776.25,1286.97,2345.96,1418.93
comp48739_c0,1061.4,1831.4,1731.42,2040.04,1319.76,1142.38,1517.32,1966.83,1619.37,1324.24,1560.52,1476.23,1885.77
comp487391_c0,311,1,1,1,1,2,1,1,1,2,0,1,2
comp4874_c0,375,2,3,2,2,0,0,0,3,5,0,1,1
comp48740_c0,969,119.04,73.08,81,99.03,85.89,103,35.88,60.99,54,84.76,111.99,96.46
comp48741_c0,994.58,157.42,205.76,173.93,179.81,156.83,140.06,122.71,166.5,113.07,131.66,229.58,229.27
comp48742_c0,776,1666.59,2459.15,2064,1297.4,1043.02,876,1385.99,1480.36,1233.98,2645.34,2342,2427
comp48742_c1,1527.19,6215.49,5869.64,4804.28,4621.02,3557.13,2744.02,5739.28,5837.72,4533.26,8918.26,5418.91,7196.09
comp48743_c1,525,1515.02,521,770,628,636.99,553.74,789,869.07,918.99,596.97,823.71,678.12
comp48743_c2,2035.66,160.7,109.21,294.33,143.04,214.41,207.71,241.76,221.12,137,173.45,120.39,267.98
comp48743_c3,2229.04,2011.31,1563.51,1930.87,1746.41,2117.66,1777.73,2172.09,2513.65,1383.26,1566.44,2063.32,2081.45
comp48744_c0,1547.01,741.9,249.01,285,193,337.8,301.13,331,279.03,477.79,255,300,187.77
comp48745_c0,1304,178.06,186.04,162.8,220.81,143.98,233.68,131.99,175.93,164.95,172.18,163.97,233.68
comp48746_c0,1350,199,138,177.01,134,144.77,119.92,193,144.32,117.99,164.39,128.56,141.88
comp487460_c0,768,1,3,4,1,2,2,2,2,1,3,0,5
comp48747_c0,531.34,177.99,130.08,204,188,176,212.1,112.77,201.03,119.02,133.92,161.11,230.99
comp48747_c1,1601.15,532,470,419.81,390.06,350.99,392.78,206,365.68,208.28,319.16,610.14,454.89
comp48748_c0,1326.51,520,108,131,151.16,165,113,130,123,133,102,143,330.03
comp48749_c0,1765,198,222,222.01,207,125.33,230,143.04,177.29,146.02,203,232,267
comp48750_c0,833.36,239.85,216.99,295.28,226.04,197.74,252.9,178.93,219.88,221,211,253.54,265.71
comp48750_c1,385,79,55.44,82.89,48.36,69.01,73.98,42,41.58,71.82,51,57.31,56
comp48750_c3,860,368,298,197.99,480.91,157.93,410.01,143.82,231.95,291,271,220.11,482
comp487502_c0,339,1,0,3,1,1,1,0,0,0,2,1,0
comp48751_c0,1592.05,89,74,59,34,30,84,25,98,49,65,75,108.42
comp48752_c0,1970.93,143,99,144,94.09,92.06,105.96,60,122.7,75,83,130,140
comp48753_c0,1426.56,284,391,290,347.78,348.26,158,314.93,149,346.99,182.17,406.11,387.61
comp48754_c0,1713.98,81,53,100,81,99,165,83,85,109,133,129,64
comp48755_c0,1162.55,283.94,387.86,415.24,188,144,982.02,118,298.23,370.65,720.03,667.21,437.19
comp48756_c0,1970.84,854.75,912.93,730.94,754.66,397.17,792.39,581.97,959.55,585.48,853.53,802,849.8
comp48757_c0,2673,164.07,170,180,160,131,189,127,191.51,88,167,342,217
comp48758_c0,1769.42,318.04,214,343,312,237,262.62,189,352.01,242,296,323.02,329.04
comp48759_c0,3974,271,130,137,166,137.93,359,130,204,179,107,107,167
comp487593_c0,308,0,1,0,0,0,1,1,1,2,0,0,0
comp48760_c0,906,71,50,76,65,50,58,87,62,40,72,78,68
comp48761_c0,2261.74,214.01,137,227,142,180,152,160.95,172,151,105.97,189,116.62
comp487612_c0,338,1,1,0,2,1,2,1,0,1,1,1,1
comp48762_c0,2142.93,133,93,136.09,120,115,103.01,119,117,83,149,141,107
comp487622_c0,321,0,0,1,0,2,0,1,1,1,1,0,0
comp48763_c0,2193.78,484,376.94,266.25,270.03,394,317,355.99,339,294.63,363,445.1,268
comp48764_c0,1770.4,306.8,325,233.01,300.19,270.97,287,176.01,119,241.02,300,192.01,331
comp48765_c0,1926.58,118.64,107.01,127.93,130.94,115.33,96,93,126,63.1,104,131,109
comp48766_c0,4137.39,7898.6,8468.44,9512.68,8018.17,6678.69,6926.03,8336.73,5532.34,5878.34,7595.3,11141.48,8518.55
comp48767_c0,4564,95,154,113,226,83,213.44,96,185,100.05,175,150,151
comp48768_c0,1353.94,109,144,159,107,111.98,141,77,153,72.52,117.1,156,164
comp48769_c0,1714.83,114,101.83,98,105,117,111,77.01,100.13,94,86,132,136.39
comp48770_c0,2547.32,71.15,55.01,71,91.99,43,76,55.9,70,58,44,88.99,92.93
comp487702_c0,317,0,1,1,0,0,1,0,1,0,0,0,0
comp48771_c0,1274.55,49,21,71.99,37.01,48,51.52,30,62,40.9,28,74,66.48
comp48772_c0,1403.37,139,143,133,108,93,145.84,88.94,161,70,99,142,159
comp48773_c0,2508.54,515,492.49,400.96,412,370.22,432.04,286,247.41,371.99,310.78,464.03,390.74
comp48774_c0,520.1,106.78,85.29,96.98,94.26,110.85,122,106.18,143,69,76,89.01,140
comp48775_c0,1380.73,40,84,36.05,51,75,56,27.12,46,46,52,38,83
comp48776_c0,2625.24,9714.12,5117.93,6670.74,5204.89,5799.63,4978.88,5876.62,6156.54,6022.66,4694.88,5766.56,4634.85
comp48777_c0,2153.8,375.67,330.99,427,383,326,367.98,385,413,303.38,361.19,460.9,396.81
comp48778_c0,1561.2,188,87,108.01,98,116,59,45,214,76,69,83.99,121
comp48779_c0,1382,40,32,72,45,67,44,52,45,34,28,56,53
comp4878_c0,536,0,2,6,6,6,3,3,2,3,6,0,3
comp48780_c0,2246,59,58,80,79,75.99,72,46.8,63.99,53,83,93,75
comp48781_c0,823.32,420.51,331.1,626.22,260.44,604.6,308,436.27,335.02,354.35,353.48,315.59,250.62
comp48782_c0,1806,63,42,52,37,47,41,38,29,45.54,39,82,40
comp48783_c0,3190,411,408,370,414,298,478,248.19,445,263.08,447,451.3,463
comp48784_c0,944.42,212,190.86,64,103.89,122,262.96,100.47,172.93,108,155.98,85.02,64
comp48785_c0,3015,144.03,149.55,153.54,189.5,120.25,246.92,107,209.97,146.98,147.49,203,233.08
comp48786_c0,1232,302.01,243,228.03,281,196,283,233,243,206,259,340,275
comp48787_c0,1769.38,756,67,371,60,427,68,218,132,344,44.77,51,49
comp487871_c0,433,0,2,1,1,2,0,1,0,0,1,1,0
comp487877_c0,310,3,0,1,0,3,0,0,1,1,0,0,0
comp48788_c0,1818,108.83,106.54,107,100.01,128.16,135.14,53.02,117.22,134.34,136.87,116.12,116.51
comp487880_c0,320,4,0,0,0,0,0,0,0,0,2,1,0
comp48789_c0,1279.18,73.08,80,89,79,64,76,69,79.07,69.95,72.01,103,114
comp4879_c0,602,1,3,1,3,1,1,2,0,1,0,0,1
comp48790_c0,1177,214.77,123.83,181.08,121.34,189.45,145.01,141.47,129.32,203.38,122.36,161.95,151.53
